"Rv0022c"	"Rv0023"	"0.606606606606607"
"Rv0023"	"Rv0117"	"0.159159159159159"
"Rv0023"	"Rv0880"	"0.223223223223223"
"Rv0023"	"Rv1049"	"0.223223223223223"
"Rv0023"	"Rv1404"	"0.223223223223223"
"Rv0023"	"Rv1985c"	"0.159159159159159"
"Rv0023"	"Rv2011c"	"0.223223223223223"
"Rv0023"	"Rv2017"	"0.191191191191191"
"Rv0023"	"Rv2887"	"0.223223223223223"
"Rv0042c"	"Rv0043c"	"0.526526526526527"
"Rv0042c"	"Rv0047c"	"0.239239239239239"
"Rv0042c"	"Rv1167c"	"0.167167167167167"
"Rv0042c"	"Rv1189"	"0.175175175175175"
"Rv0042c"	"Rv1353c"	"0.152152152152152"
"Rv0042c"	"Rv1556"	"0.187187187187187"
"Rv0042c"	"Rv2017"	"0.226226226226226"
"Rv0042c"	"Rv2488c"	"0.153153153153153"
"Rv0042c"	"Rv3058c"	"0.182182182182182"
"Rv0042c"	"Rv3167c"	"0.155155155155155"
"Rv0043c"	"Rv0047c"	"0.327327327327327"
"Rv0043c"	"Rv0273c"	"0.158158158158158"
"Rv0043c"	"Rv0494"	"0.459459459459459"
"Rv0043c"	"Rv1719"	"0.189189189189189"
"Rv0043c"	"Rv1773c"	"0.221221221221221"
"Rv0043c"	"Rv2887"	"0.193193193193193"
"Rv0043c"	"Rv3082c"	"0.15015015015015"
"Rv0043c"	"Rv3286c"	"0.155155155155155"
"Rv0043c"	"Rv3736"	"0.153153153153153"
"Rv0047c"	"Rv0212c"	"0.279279279279279"
"Rv0047c"	"Rv0818"	"0.172172172172172"
"Rv0047c"	"Rv1176c"	"0.216216216216216"
"Rv0047c"	"Rv2610c"	"0.404404404404404"
"Rv0047c"	"Rv3597c"	"0.24024024024024"
"Rv0054"	"Rv0818"	"0.172172172172172"
"Rv0054"	"Rv1423"	"0.342342342342342"
"Rv0054"	"Rv3219"	"0.378378378378378"
"Rv0054"	"Rv3260c"	"0.342342342342342"
"Rv0054"	"Rv3681c"	"0.189189189189189"
"Rv0067c"	"Rv0195"	"0.351351351351351"
"Rv0067c"	"Rv0324"	"0.171171171171171"
"Rv0067c"	"Rv0465c"	"0.204204204204204"
"Rv0067c"	"Rv0576"	"0.151151151151151"
"Rv0067c"	"Rv0653c"	"0.294294294294294"
"Rv0067c"	"Rv0681"	"0.158158158158158"
"Rv0067c"	"Rv0894"	"0.371371371371371"
"Rv0067c"	"Rv1167c"	"0.159159159159159"
"Rv0067c"	"Rv1404"	"0.22022022022022"
"Rv0067c"	"Rv1556"	"0.309309309309309"
"Rv0067c"	"Rv1674c"	"0.171171171171171"
"Rv0067c"	"Rv1675c"	"0.187187187187187"
"Rv0067c"	"Rv2250c"	"0.175175175175175"
"Rv0067c"	"Rv2488c"	"0.284284284284284"
"Rv0067c"	"Rv3058c"	"0.206206206206206"
"Rv0067c"	"Rv3173c"	"0.189189189189189"
"Rv0067c"	"Rv3830c"	"0.347347347347347"
"Rv0078"	"Rv0135c"	"0.158158158158158"
"Rv0078"	"Rv0275c"	"0.172172172172172"
"Rv0078"	"Rv0302"	"0.3003003003003"
"Rv0078"	"Rv0324"	"0.171171171171171"
"Rv0078"	"Rv0465c"	"0.204204204204204"
"Rv0078"	"Rv0576"	"0.151151151151151"
"Rv0078"	"Rv0678"	"0.178178178178178"
"Rv0078"	"Rv0894"	"0.161161161161161"
"Rv0078"	"Rv1019"	"0.169169169169169"
"Rv0078"	"Rv1049"	"0.195195195195195"
"Rv0078"	"Rv1167c"	"0.158158158158158"
"Rv0078"	"Rv1186c"	"0.158158158158158"
"Rv0078"	"Rv1189"	"0.243243243243243"
"Rv0078"	"Rv1353c"	"0.242242242242242"
"Rv0078"	"Rv1556"	"0.155155155155155"
"Rv0078"	"Rv1674c"	"0.171171171171171"
